                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.67382,                0.85049,                  1.017,                0.95137,                0.97629,                0.97186,                0.80101,                0.72962,                0.52467,                 1.0676,             5.7334e-05,             5.7334e-05,             5.7334e-05
                     92,                0.62356,                 0.8174,                0.96531,                0.95422,                0.97609,                0.97185,                0.80195,                0.73046,                0.51399,                 1.0667,             5.2127e-05,             5.2127e-05,             5.2127e-05
                     93,                0.60998,                0.74135,                 0.9642,                0.95486,                0.97727,                0.97194,                0.80514,                0.73272,                0.51535,                 1.0662,             4.6919e-05,             4.6919e-05,             4.6919e-05
                     94,                0.58849,                0.75609,                0.94107,                0.96432,                 0.9814,                0.98249,                0.80752,                0.73253,                0.51042,                 1.0651,             4.1712e-05,             4.1712e-05,             4.1712e-05
                     95,                0.61128,                 0.7516,                0.96137,                0.95477,                0.97191,                0.97155,                 0.8037,                0.72888,                 0.5111,                 1.0669,             3.6504e-05,             3.6504e-05,             3.6504e-05
                     96,                0.60688,                0.75052,                0.97705,                0.95736,                 0.9709,                 0.9714,                0.80495,                0.73027,                0.51128,                 1.0725,             3.1297e-05,             3.1297e-05,             3.1297e-05
                     97,                0.60831,                0.78744,                 0.9855,                0.96072,                0.97335,                0.97163,                 0.8043,                0.73147,                 0.5124,                 1.0785,              2.609e-05,              2.609e-05,              2.609e-05
                     98,                0.57588,                0.72997,                0.93983,                 0.9615,                0.96768,                0.97133,                0.80849,                0.72705,                0.51182,                 1.0755,             2.0882e-05,             2.0882e-05,             2.0882e-05
                     99,                0.63774,                0.78575,                 1.0356,                0.96059,                0.97065,                0.97168,                0.80557,                0.72791,                0.50703,                 1.0762,             1.5675e-05,             1.5675e-05,             1.5675e-05
                    100,                0.62603,                0.76499,                0.98683,                0.95811,                0.96883,                0.97138,                0.80783,                0.72511,                0.51042,                 1.0714,             1.0467e-05,             1.0467e-05,             1.0467e-05
